Patent #	Patent Title	Lab	Issue Date	
5506680	Liquid mercury optical scintillator system for simulating optical atmospheric turbulence effects	Air Force TechMatch Patent Lab	4/9/1996	
5504770	Liquid metal confinement cylinder for optical discharge devices	NAVAIR Patuxent River	4/2/1996	
5504578	Temporal fringe pattern analysis system of a laser gain media	Air Force TechMatch Patent Lab	4/2/1996	
5504764	Micro-heatpipe cooling of solid-state slab	Army TechMatch Patent Lab	4/2/1996	
H1523	Method of making a polymer film having a conductivity gradient along its thickness and polymer film so made	Army Research Laboratory - Aberdeen	4/2/1996	
H1525	Method and system for high speed photolithography	Army Research Laboratory - Aberdeen	4/2/1996	
5502448	Method and means for short pulse interference rejection	Naval Research Laboratory	3/26/1996	
5502451	Patch antenna with magnetically controllable radiation polarization	Air Force TechMatch Patent Lab	3/26/1996	
5501155	Hollow training round	Army Research Laboratory - Aberdeen	3/26/1996	
5500865	Phased cascading of multiple nonlinear optical elements for frequency conversion	Air Force TechMatch Patent Lab	3/19/1996	
5500061	Silicon as high performance fuel additive for ammonium nitrate propellant formulations	Army TechMatch Patent Lab	3/19/1996	
5500729	Magneto-optical arrangement for laser radar	Army TechMatch Patent Lab	3/19/1996	
5500201	Method of treating carbon black and carbon black so treated	Army Research Laboratory - Aberdeen	3/19/1996	
5498784	Phosphonic acid-pendent benzoxazole copolymers	Air Force TechMatch Patent Lab	3/12/1996	
5497614	External combustion engine having an asymmetrical cam and method of operation	NAVSEA Newport	3/12/1996	
5499391	Digital channelized IFM receiver	Air Force TechMatch Patent Lab	3/12/1996	
5498160	Training projectile	"Army Armament Research, Development & Engineering Center"	3/12/1996	
5498374	Laskin nozzle particle generator	Air Force TechMatch Patent Lab	3/12/1996	
5499030	Expert system constant false alarm rate (CFAR) processor	Information Directorate	3/12/1996	
5496735	Method for concentration based analysis of lipid fatty acids and its use in determining the likelihood that a patient is at risk for diabetes	Air Force TechMatch Patent Lab	3/5/1996	
H1519	Transparent ceramic composite armor	Army Research Laboratory - Aberdeen	3/5/1996	
5497161	Angle of arrival (AOA) solution using a single receiver	Air Force TechMatch Patent Lab	3/5/1996	
5497053	Micro-electron deflector	Naval Research Laboratory	3/5/1996	
H1520	Fuel line squeegee	Air Force TechMatch Patent Lab	3/5/1996	
5495180	DC biasing and AC loading of high gain frequency transistors	Air Force TechMatch Patent Lab	2/27/1996	
5493985	Process and apparatus for controlled synthesis and in-situ single crystal growth of phosphorus compounds and the crystals therefrom	Air Force TechMatch Patent Lab	2/27/1996	
5494833	Backside illuminated MSM device method	Air Force TechMatch Patent Lab	2/27/1996	
5494763	Electrochemical cell	Army Research Laboratory - Aberdeen	2/27/1996	
5495253	Soliton rejection filter	Army Research Laboratory - Aberdeen	2/27/1996	
5495101	Enhancement for broadband optical limiter with holographic grating	Army TechMatch Patent Lab	2/27/1996	
5493301	Spin determination of KE projectiles	Army Research Laboratory - Aberdeen	2/20/1996	
5493629	Liquid core heat exchangers for fiber optic sensing and method using same	Air Force TechMatch Patent Lab	2/20/1996	
5492610	Solid state electrochemical cell for performing electro-chemical measurements on a solid electrolyte at high temperatures	Army Research Laboratory - Aberdeen	2/20/1996	
5492666	Controlled coagulation of rigid-chain polymer thin films	Air Force TechMatch Patent Lab	2/20/1996	
5493719	Integrated superconductive heterodyne receiver	Air Force TechMatch Patent Lab	2/20/1996	
5492996	Alcohol soluble benzazole polymers	Air Force TechMatch Patent Lab	2/20/1996	
5493612	Secure communication keying system	NAVSEA Panama City	2/20/1996	
5493444	Photorefractive two-beam coupling nonlinear joint transform correlator	Air Force TechMatch Patent Lab	2/20/1996	
5493445	Laser textured surface absorber and emitter	"SPAWAR Systems Center, Pacific"	2/20/1996	
5493005	Hydroxy-pendent benzoxazole copolymers	Air Force TechMatch Patent Lab	2/20/1996	
5492696	Controlled release microstructures	Naval Research Laboratory	2/20/1996	
5491705	De bruijn graph based VLSI viterbi decoder	Air Force TechMatch Patent Lab	2/13/1996	
5491490	Photon-triggered RF radiator having discrete energy storage and energy radiation sections	Army Research Laboratory - Aberdeen	2/13/1996	
5491459	Magic sphere providing distortion-free access to a large internal working space containing a uniform high-intensity magnetic field	Army Research Laboratory - Aberdeen	2/13/1996	
5491580	High power multilayer stack quarter wave plate	Air Force TechMatch Patent Lab	2/13/1996	
5489200	Compress/melt processor for contaminated plastic waste	NAVSEA Carderock	2/6/1996	
5489132	Safety latch	NAVSEA Carderock	2/6/1996	
5489211	Method of simulating the presence of clouds in a scene	Army Research Laboratory - Aberdeen	2/6/1996	
5490090	Two tone test method for determining frequency domain transfer	Army Research Laboratory - Aberdeen	2/6/1996	
5488278	Load limit system for mechanical linear actuator	NAVSEA Carderock	1/30/1996	
5487311	Air velocity averaging rotor	Army TechMatch Patent Lab	1/30/1996	
5488333	Wireless thermally insulated crystal oscillator having power and signals coupled through transceivers	Army Research Laboratory - Aberdeen	1/30/1996	
5487298	Inertial Hopkinson bar shock sensor	Army Research Laboratory - Aberdeen	1/30/1996	
5488076	Water ablative coating for drag reduction applications	NAVSEA Carderock	1/30/1996	
5488475	Active fiber cavity strain sensor with temperature independence	Naval Research Laboratory	1/30/1996	
5488226	Infrared imaging array based on temperature driven anisotropic optical absorption	Army Research Laboratory - Aberdeen	1/30/1996	
5486491	Ceramic ferroelectric composite material - BSTO-ZrO.sub.2	Army Research Laboratory - Aberdeen	1/23/1996	
5485775	Gun gas control system for multi-barrel weapons	Air Force TechMatch Patent Lab	1/23/1996	
5487014	Low cost automated system for evaluating the electrical characteristics of ferroelectric materials	Army Research Laboratory - Aberdeen	1/23/1996	
5486811	Fire detection and extinguishment system	NAVSEA Carderock	1/23/1996	
5486821	Artificial horizon altitude warning system	Naval Medical Research Center	1/23/1996	
5486802	Spherical magnet structure and use thereof in synchrotron radiation source	Army Research Laboratory - Aberdeen	1/23/1996	
5486495	Germanate glass ceramic	Naval Research Laboratory	1/23/1996	
5486801	Spherical magnet structure for use in synchrotron radiation source	Army Research Laboratory - Aberdeen	1/23/1996	
5486992	High voltage direct current power supply with feedback control and circuit protection	Army Research Laboratory - Aberdeen	1/23/1996	
5484867	Process for preparation of polyhedral oligomeric silsesquioxanes and systhesis of polymers containing polyhedral oligomeric silsesqioxane group segments	Air Force TechMatch Patent Lab	1/16/1996	
5485012	Method and apparatus for blind optical augmentation	Night Vision & Electronic Sensors Directorate	1/16/1996	
5485165	Broadband high efficiency full wave open coaxial stub loop antenna	Army TechMatch Patent Lab	1/16/1996	
5483862	Apparatus and method for homogenizing plastic explosives	Army TechMatch Patent Lab	1/16/1996	
5485305	Lightweight binocular telescope	Army TechMatch Patent Lab	1/16/1996	
5483836	Device for measuring lateral deformations in material test specimens	Army TechMatch Patent Lab	1/16/1996	
5485015	Quantum grid infrared photodetector	Army Research Laboratory - Aberdeen	1/16/1996	
5485158	Linear near field test facility and process	Air Force TechMatch Patent Lab	1/16/1996	
5485390	Inductive-deductive process design for machined parts	Air Force TechMatch Patent Lab	1/16/1996	
5485312	"Optical pattern recognition system and method for verifying the authenticity of a person, product or thing"	Air Force TechMatch Patent Lab	1/16/1996	
5483017	High temperature thermosets and ceramics derived from linear carborane-(siloxane or silane)-acetylene copolymers	Naval Research Laboratory	1/9/1996	
5481189	Electron tunneling magnetic field sensor with constant tunneling current maintained between tunneling tip and rotatable magnet	Naval Research Laboratory	1/2/1996	
5480482	Reversible thermochromic pigments	Naval Facilities Engineering Service Center	1/2/1996	
5478666	Molten salt electrochemical cell including an alkali metal intercalated petroleum coke as the anode	Army Research Laboratory - Aberdeen	12/26/1995	
5478377	Filter for a respiratory device	Army Research Laboratory - Aberdeen	12/26/1995	
5477769	Process to enhance safety of cast explosive composite	Army TechMatch Patent Lab	12/26/1995	
5478425	Method of making a thin film detector with an aerogel layer	Army TechMatch Patent Lab	12/26/1995	
5479016	Compact Second Generation FLIR kit	Night Vision & Electronic Sensors Directorate	12/26/1995	
5477482	"Ultra high density, non-volatile ferromagnetic random access memory"	Naval Research Laboratory	12/19/1995	
5476552	Surface preparation for bonding titanium	NAVSEA Newport	12/19/1995	
5477230	AOA application of digital channelized IFM receiver	Air Force TechMatch Patent Lab	12/19/1995	
5477060	Infrared hot electron transistor with a superlattice base	Army Research Laboratory - Aberdeen	12/19/1995	
5476401	Compact water jet propulsion system for a marine vehicle	NAVSEA Carderock	12/19/1995	
5476045	Limited range projectile	"Army Armament Research, Development & Engineering Center"	12/19/1995	
5476771	Test for quantitative thrombin time	Army Medical Research and Materiel Command	12/19/1995	
5477050	Radiation sensor dosimetry circuit	Army CERDEC - Fort Monmouth	12/19/1995	
5474837	Laminated paper glass camouflage	Army TechMatch Patent Lab	12/12/1995	
5475802	Selective polygon map display method	"SPAWAR Systems Center, Pacific"	12/12/1995	
5472807	Aluminum-ferricyanide battery	NAVSEA Newport	12/5/1995	
5472914	Wafer joined optoelectronic integrated circuits and method	Air Force TechMatch Patent Lab	12/5/1995	
5472536	Tracer mixture for use with laser hardened optics	Army Research Laboratory - Aberdeen	12/5/1995	
5472531	Insensitive explosive composition	Army Research Laboratory - Aberdeen	12/5/1995	
5472156	Air combat collective control head	Army TechMatch Patent Lab	12/5/1995	
5472215	Rotating high vacuum mercury seal	Army TechMatch Patent Lab	12/5/1995	
5471844	High dissipation packaging for cryogenic integrated circuits	Air Force TechMatch Patent Lab	12/5/1995	
5472069	Vibration damping device	NAVSEA Newport	12/5/1995	
5473718	Fiber optic loose tube buffer to fan-out tube adapter system	NAVSEA Carderock	12/5/1995	
5473726	Audio and amplitude modulated photo data collection for speech recognition	Air Force TechMatch Patent Lab	12/5/1995	
5472787	Anti-reflection and anti-oxidation coatings for diamond	NAVAIR China Lake	12/5/1995	
5473340	Apparatus for displaying a multi-color pattern	"SPAWAR Systems Center, Pacific"	12/5/1995	
5473728	Training of homoscedastic hidden Markov models for automatic speech recognition	NAVSEA Newport	12/5/1995	
5472112	Quick-pour container	NAVSEA Newport	12/5/1995	
5471634	Network file server with automatic sensing means	NAVSEA Newport	11/28/1995	
5471223	Low VSWR high efficiency UWB antenna	Army Research Laboratory - Aberdeen	11/28/1995	
5470649	Composite with through the thickness reinforcement	Army Research Laboratory - Aberdeen	11/28/1995	
5469773	Light weight armor	Army Research Laboratory - Aberdeen	11/28/1995	
5471221	Dual-frequency microstrip antenna with inserted strips	Army CERDEC - Fort Monmouth	11/28/1995	
5471072	Platinum and platinum silicide contacts on .beta.-silicon carbide	Naval Research Laboratory	11/28/1995	
5470612	Aerogel mesh getter	Information Directorate	11/28/1995	
5471055	Focal plane array test facility	Army TechMatch Patent Lab	11/28/1995	
5470311	Microsphere drug application device	Army Medical Research and Materiel Command	11/28/1995	
5469174	Pulse transmitter for terminating reflected waves	Army Research Laboratory - Aberdeen	11/21/1995	
5469167	Synthetic aperture radar for nonlinear trajectories using range relative doppler processing and invariant mapping	Army TechMatch Patent Lab	11/21/1995	
5468597	Selective metallization process	Naval Research Laboratory	11/21/1995	
5468356	Large scale purification of contaminated air	NAVSEA Carderock	11/21/1995	
5468570	Lightweight zinc electrode	NAVSEA Carderock	11/21/1995	
5468913	Electro-optical coaxial tow cable	NAVSEA Newport	11/21/1995	
5469173	Monitoring phase characteristics of BPSK and CW signals	Army Research Laboratory - Aberdeen	11/21/1995	
5469369	Smart sensor system and method using a surface acoustic wave vapor sensor array and pattern recognition for selective trace organic vapor detection	Naval Research Laboratory	11/21/1995	
5467681	Cannon launched reconnaissance vehicle	Army Research Laboratory - Aberdeen	11/21/1995	
5469170	Passive SAW-ID tags using a chirp transducer	Army Research Laboratory - Aberdeen	11/21/1995	
5466467	Liposomes containing polymerized lipids for non-covalent immobilization of proteins and enzymes	Naval Research Laboratory	11/14/1995	
5466537	Intermetallic thermal sensor	NAVAIR China Lake	11/14/1995	
5464926	Synthesis and polymerization of oligomeric multiple aromatic ether-containing phthalonitriles	Naval Research Laboratory	11/7/1995	
5464768	Enhanced nitrite production in transfected murine cells	Human Effectiveness Directorate	11/7/1995	
5464161	Solid waste pulper	NAVSEA Carderock	11/7/1995	
5465221	Automated process planning for quality control inspection	Air Force TechMatch Patent Lab	11/7/1995	
5463926	Automatic guntube ember extinguisher system	Army Research Laboratory - Aberdeen	11/7/1995	
5465095	Time efficient method for processing adaptive target detection thresholds in doppler radar systems	Air Force TechMatch Patent Lab	11/7/1995	
5464321	Marine propeller	NAVSEA Carderock	11/7/1995	
H1500	Ultra-sensitive carbon fiber dosimeter	Army CERDEC - Fort Monmouth	11/7/1995	
5463896	Stress tester	Army TechMatch Patent Lab	11/7/1995	
5461927	Optical fiber strain sensor for measuring maximum strain	NAVAIR Patuxent River	10/31/1995	
5463647	Broadband multi-wavelength narrow linewidth laser source using an electro-optic modulator	Air Force TechMatch Patent Lab	10/31/1995	
5460529	Target simulator device and technique	Army TechMatch Patent Lab	10/24/1995	
5460034	Method for measuring and analyzing surface roughness on semiconductor laser etched facets	Air Force TechMatch Patent Lab	10/24/1995	
5460528	Starlight and moonlight hybrid simulation using fiber optics	Army TechMatch Patent Lab	10/24/1995	
5461559	Hierarchical control system for molecular beam epitaxy	Air Force TechMatch Patent Lab	10/24/1995	
5458896	Technique for determining the oxidative status of packaged dry or intermediate moisture foods	Natick Soldier Systems Center	10/17/1995	
5458986	Thin film of MgIn.sub.2 O.sub.4 for use as an electrode in a ferro-electric device	Army Research Laboratory - Aberdeen	10/17/1995	
5459334	Negative absolute conductance device and method	Army Research Laboratory - Aberdeen	10/17/1995	
5458995	Solid state electrochemical cell including lithium iodide as an electrolyte additive	Army Research Laboratory - Aberdeen	10/17/1995	
5456200	Rudder for reduced cavitation	NAVSEA Carderock	10/10/1995	
5457577	Quick-set precision optical holder	Army TechMatch Patent Lab	10/10/1995	
5456207	Synthesis of triisopropylindium diisopropyltelluride adduct and use for semiconductor materials	NAVAIR China Lake	10/10/1995	
5456156	Ceramic armor	Army Research Laboratory - Aberdeen	10/10/1995	
5456848	"High temperature lubricants containing cesium, robidium, and lithium salts"	Air Force TechMatch Patent Lab	10/10/1995	
5457685	Multi-speaker conferencing over narrowband channels	Information Directorate	10/10/1995	
5454403	Weaving method for continuous fiber composites	Air Force TechMatch Patent Lab	10/3/1995	
5453271	Vaccine against ricin toxin	Army Medical Research and Materiel Command	9/26/1995	
5453835	Multichannel acousto-optic correlator for time delay computation	Information Directorate	9/26/1995	
5453630	Variable gain optical detector	Army Research Laboratory - Aberdeen	9/26/1995	
5451310	Solid state electrochemical cell oxygen sensor	Army Research Laboratory - Aberdeen	9/19/1995	
5451299	Method for reducing hydrogen absorption during chemical milling	Air Force TechMatch Patent Lab	9/19/1995	
5450805	Warhead influence	NAVSEA Carderock	9/19/1995	
5451425	Process for setting the frequency of a silicon microresonator	Army Research Laboratory - Aberdeen	9/19/1995	
5452126	Lightweight binocular telescope	Army TechMatch Patent Lab	9/19/1995	
5449553	Nontoxic antifouling systems	Naval Research Laboratory	9/12/1995	
5449553	Nontoxic antifouling systems	Naval Research Laboratory	9/12/1995	
5449904	"Broadband passive optical limiter using a photorefractive crystal, cylindrical lens and filter to protect against substantially all pulsewidths and continuous wave lasers"	Army TechMatch Patent Lab	9/12/1995	
5449347	"Patient transport, plural power source suction apparatus"	Air Force TechMatch Patent Lab	9/12/1995	
5448918	Biaxial compression testing device	NAVSEA Newport	9/12/1995	
5450302	Exterior high intensity discharge illumination system and method for use	Army TechMatch Patent Lab	9/12/1995	
5448817	Cryogenic removal of silicon substrates from metallic heat sinks using thermal mass to cool surface mounted printed wire boards	Air Force TechMatch Patent Lab	9/12/1995	
5450041	Quasi-optical oscillator using ring-resonator feedback	Army TechMatch Patent Lab	9/12/1995	
5448842	Enclosure sign device	Army TechMatch Patent Lab	9/12/1995	
5447520	Real time stabilizing system for pulsating activity	NAVSEA Carderock	9/5/1995	
5447135	Pneumatic throttle control	Army TechMatch Patent Lab	9/5/1995	
5447091	Dynamic rotating ballistic shield	Army TechMatch Patent Lab	9/5/1995	
5447582	Method to refine the microstructure of .alpha.-2 titanium aluminide-based cast and ingot metallurgy articles	Air Force TechMatch Patent Lab	9/5/1995	
5448085	Limited current density field effect transistor with buried source and drain	Air Force TechMatch Patent Lab	9/5/1995	
H1488	Anti-fratricide apparatus and method	Army TechMatch Patent Lab	9/5/1995	
5447342	Hose coupling with spring clip having inwardly and outwardly curved segments	Army TechMatch Patent Lab	9/5/1995	
5448252	Wide bandwidth microstrip patch antenna	Air Force TechMatch Patent Lab	9/5/1995	
5448211	Planar magnetically-tunable band-rejection filter	Army Research Laboratory - Aberdeen	9/5/1995	
5447580	Rapid heat treatment of nonferrous metals and alloys to obtain graded microstructures	Air Force TechMatch Patent Lab	9/5/1995	
5448382	Nonlinear optical scattering screen viewer	Air Force TechMatch Patent Lab	9/5/1995	
5447065	High-fidelity particle velocity gauge for measuring strong motions in a solid medium	Army TechMatch Patent Lab	9/5/1995	
5448052	Device and method for object identification using optical phase conjugation	Army TechMatch Patent Lab	9/5/1995	
H1476	Circuitry for igniting detonators	Army Research Laboratory - Aberdeen	9/5/1995	
5448441	Fault protection circuit for power switching device	NAVSEA Newport	9/5/1995	
5446448	River ice motion detector	ERDC Cold Regions Research and Engineering Lab	8/29/1995	
5444668	Anechoic and decoupling coating	NAVSEA Carderock	8/22/1995	
5442948	Apparatus and method for determining amount of gases dissolved in liquids	NAVSEA Carderock	8/22/1995	
5443684	Method for measuring thin film thickness	Army Research Laboratory - Aberdeen	8/22/1995	
5444308	Nanosecond transmission line charging apparatus	Air Force TechMatch Patent Lab	8/22/1995	
5441362	Concrete armor unit for protecting coastal and hydraulic structures and shorelines	ERDC Coastal and Hydraulics Laboratory	8/15/1995	
5442365	Technique for processing interference-contaminated radar energy	Naval Research Laboratory	8/15/1995	
5442654	Phase modulation measurement system	Air Force TechMatch Patent Lab	8/15/1995	
5442510	Control system for tracking nonlinear systems	Naval Research Laboratory	8/15/1995	
5442363	Kinematic global positioning system of an on-the-fly apparatus for centimeter-level positioning for static or moving applications	Army TechMatch Patent Lab	8/15/1995	
5440995	Tungsten penetrators	Army Research Laboratory - Aberdeen	8/15/1995	
5442721	Fiber-optic rotary joint with bundle collimator assemblies	NAVSEA Newport	8/15/1995	
5438824	Silicon as a high energy additive for fuel gels and solid fuel-gas generators for propulsion systems	Army TechMatch Patent Lab	8/8/1995	
5440414	Adaptive polarization diversity detection scheme for coherent communications and interferometric fiber sensors	Naval Research Laboratory	8/8/1995	
5440134	Infrared borescope-thermal	Army TechMatch Patent Lab	8/8/1995	
5438948	Elastomeric launch system for submarines	NAVSEA Newport	8/8/1995	
5440660	Fiber optic microcable produced with fiber reinforced ultraviolet light cured resin and method for manufacturing same	"SPAWAR Systems Center, Pacific"	8/8/1995	
5438411	Electronic phase-tracking open-loop fiber optic gyroscope	Naval Research Laboratory	8/1/1995	
5438411	Electronic phase-tracking open-loop fiber optic gyroscope	Naval Research Laboratory	8/1/1995	
5438192	Photodynamic protein-based photodetector and photodetector system for image detection and processing	Natick Soldier Systems Center	8/1/1995	
5438308	Yokeless permanent magnet solenoids	Army Research Laboratory - Aberdeen	8/1/1995	
5438632	Joint transform correlator using a 4-F lens system to achieve virtual displacement along the optical axis	Air Force TechMatch Patent Lab	8/1/1995	
5435224	Infrared decoy	NAVSEA Carderock	7/25/1995	
5436385	Method of performing land reclamation at a hazardous wastework	Army TechMatch Patent Lab	7/25/1995	
5434576	Optimized subarray amplitude tapers for array antennas	Air Force TechMatch Patent Lab	7/18/1995	
5434612	Duo-frame normalization technique	Army TechMatch Patent Lab	7/18/1995	
5434816	Two-transistor dynamic random-access memory cell having a common read/write terminal	Information Directorate	7/18/1995	
5434584	Submarine communications system	Naval Research Laboratory	7/18/1995	
5432313	Target configurations for increasing the size of films prepared by laser ablation	Army Research Laboratory - Aberdeen	7/11/1995	
5432523	Elliptical near field test facility	Information Directorate	7/11/1995	
5432697	Technique for controlling the symbolic dynamics of chaotic systems to generate digital communications waveforms	Army Research Laboratory - Aberdeen	7/11/1995	
5431125	Twin-free crystal growth of III-V semiconductor material	Information Directorate	7/11/1995	
5432681	Density improvement for planar hybrid wafer scale integration	Information Directorate	7/11/1995	
5429877	Internally reinforced hollow titanium alloy components	Air Force TechMatch Patent Lab	7/4/1995	
H1456	Flat end diamond loading probe for fiber push-out apparatus	Air Force TechMatch Patent Lab	7/4/1995	
5429031	Light weight armor	Army Research Laboratory - Aberdeen	7/4/1995	
5429032	Lightweight mortar and baseplate apparatus	Army TechMatch Patent Lab	7/4/1995	
5429693	Method of making a prestressed composite materials	Air Force TechMatch Patent Lab	7/4/1995	
H1460	Spiral-mode or sinuous microscrip antenna with variable ground plane spacing	Air Force TechMatch Patent Lab	7/4/1995	
5430813	"Mode-matched, combination taper fiber optic probe"	Naval Research Laboratory	7/4/1995	
5429963	Twin-tub complementary heterostructure field effect transistor fab process	Air Force TechMatch Patent Lab	7/4/1995	
H1462	Solid state electrochemical lithium/polymer cell	Army Research Laboratory - Aberdeen	7/4/1995	
H1457	Fuel air explosive canister	Army Research Laboratory - Aberdeen	7/4/1995	
H1461	Abrasion resistant diamond like coating for optical fiber and method of forming the coating	Army CERDEC - Fort Monmouth	7/4/1995	
5428452	Optical fourier transform method for detecting irregularities upon two-dimensional sheet material such as film or tape	Air Force TechMatch Patent Lab	6/27/1995	
5428225	Coupled quantum well optical intensity modulator for INP based optoelectronic integrated circuits and methods therefor	Army Research Laboratory - Aberdeen	6/27/1995	
5428334	Field augmented permanent magnet structures	Army Research Laboratory - Aberdeen	6/27/1995	
5427629	Coverplate for silicon solar cells	Air Force TechMatch Patent Lab	6/27/1995	
5427988	Ceramic ferroelectric composite material - BSTO-MgO	Army Research Laboratory - Aberdeen	6/27/1995	
5427648	Method of forming porous silicon	Army Research Laboratory - Aberdeen	6/27/1995	
5426173	Two-dimensional benzobisoxazole rigid-rod polymers	Air Force TechMatch Patent Lab	6/20/1995	
5425310	Red powder articles and compositions	Army TechMatch Patent Lab	6/20/1995	
5426785	Comparator stack architecture for order statistic filtering of digital imagery	Air Force TechMatch Patent Lab	6/20/1995	
5426305	Hermetically sealed plastic radiation detector	Army CERDEC - Fort Monmouth	6/20/1995	
5426434	Semiautomatic jam-accept (SAJAC) decider for mode-4 of the IFF mark XII	Naval Research Laboratory	6/20/1995	
5426402	Preselector filter with tunable narrowband excision	Army Research Laboratory - Aberdeen	6/20/1995	
5423142	"Weather-proof, vandal-proof, changeable display sign"	Army TechMatch Patent Lab	6/13/1995	
5425044	"Compact, burst mode, pulsed, high energy, blowdown flow photolytic atomic iodine laser"	Air Force TechMatch Patent Lab	6/13/1995	
5424674	Wide dynamic range detection circuit	Army Research Laboratory - Aberdeen	6/13/1995	
5424741	Radiation detectable inflatable decoy	Army Research Laboratory - Aberdeen	6/13/1995	
5424027	Method to produce hot-worked gamma titanium aluminide articles	Air Force TechMatch Patent Lab	6/13/1995	
5424749	Vibrating object assessment from a pulse operated vibrating sensor	Air Force TechMatch Patent Lab	6/13/1995	
5423223	Fatigue detection in steel using squid magnetometry	Air Force TechMatch Patent Lab	6/13/1995	
5422047	Carbonaceous fuel particles	Air Force TechMatch Patent Lab	6/6/1995	
5421238	Modular armor mounting system	Army TechMatch Patent Lab	6/6/1995	
5422645	Delayed laser retroreflector pulse technique and system	Army TechMatch Patent Lab	6/6/1995	
H1448	High precision transfer lamination mandrel	Army TechMatch Patent Lab	6/6/1995	
H1451	Audible explosive device simulator system for miles	Army Research Laboratory - Aberdeen	6/6/1995	
5422164	Shallow arch cover for fighting position	Army TechMatch Patent Lab	6/6/1995	
H1443	Optically activated multi-frequency high power RF generation utilizing a wafer-scale Si-GaAs substrate	Army Research Laboratory - Aberdeen	6/6/1995	
H1441	HPM hardened mine	Army Research Laboratory - Aberdeen	6/6/1995	
5419652	Snow plow compatible speed bumps	ERDC Cold Regions Research and Engineering Lab	5/30/1995	
5420414	Night vision goggle simulator and method with replaceable fiber optic lens assembly	Army TechMatch Patent Lab	5/30/1995	
5419200	Method for assessing the effects of loading forces on a composite material structure	Army Research Laboratory - Aberdeen	5/30/1995	
5419787	Stress reduced insulator	Information Directorate	5/30/1995	
5417514	Lane marker	Army TechMatch Patent Lab	5/23/1995	
5418708	Constant power load bank	Air Force TechMatch Patent Lab	5/23/1995	
5417781	Method to produce gamma titanium aluminide articles having improved properties	Air Force TechMatch Patent Lab	5/23/1995	
5417441	Low friction seal between relatively moving parts	Air Force TechMatch Patent Lab	5/23/1995	
5418640	Spatially graded optical switch	Air Force TechMatch Patent Lab	5/23/1995	
5415493	Snow plow compatible speed bumps	ERDC Cold Regions Research and Engineering Lab	5/16/1995	
5416906	Communication method for controlling and monitoring robots	Army TechMatch Patent Lab	5/16/1995	
5415122	Twisted rudder for a vessel	NAVSEA Carderock	5/16/1995	
5413983	Millimeter wave ferrite switch utilizing a superconducting switching coil	Army TechMatch Patent Lab	5/9/1995	
5413190	Engine mount for blind installation	Army TechMatch Patent Lab	5/9/1995	
5414322	Crystal resonator with multiple segmented lateral-field excitation electrodes	Army Research Laboratory - Aberdeen	5/9/1995	
5414265	Line-width measurements of metallization coated with insulator on microelectronic circuits using energy dispersive x-ray analysis	Army Research Laboratory - Aberdeen	5/9/1995	
5414197	Method of containing and isolating toxic or hazardous wastes	Army TechMatch Patent Lab	5/9/1995	
5413027	Reactive armor with radar absorbing structure	Army TechMatch Patent Lab	5/9/1995	
5412674	Compact rapidly modulatable diode-pumped visible laser	"SPAWAR Systems Center, Pacific"	5/2/1995	
5411697	Method for processing contaminated plastic waste	NAVSEA Carderock	5/2/1995	
5411599	Thermoelectric device utilizing nanoporous material	Army TechMatch Patent Lab	5/2/1995	
5411902	Process for improving gallium arsenide field effect transistor performance using an aluminum arsenide or an aluminum gallium arsenide buffer layer	Air Force TechMatch Patent Lab	5/2/1995	
5411653	Separated electrode system in electrolytically setting or hardening reactive cement pastes	Army TechMatch Patent Lab	5/2/1995	
H1434	Method and apparatus for conformal embedded ceramic armor	Army TechMatch Patent Lab	5/2/1995	
5411895	Hybrid multiple quantum well spatial light modulator	Air Force TechMatch Patent Lab	5/2/1995	
5412225	Tunable heavy and light hole coupled bands in variable-strain quantum well semi-conductor heterostructure for novel opto-electronic devices	Army Research Laboratory - Aberdeen	5/2/1995	
H1433	Gun liner repair apparatus	Army TechMatch Patent Lab	5/2/1995	
5410166	P-N junction negative electron affinity cathode	Air Force TechMatch Patent Lab	4/25/1995	
5409548	Ferroelectric detector array utilizing material and fabrication technique	Army TechMatch Patent Lab	4/25/1995	
5410357	Scan converter and method	NAVAIR China Lake	4/25/1995	
5410558	Variable short period electron beam wiggler for free electron lasers	Air Force TechMatch Patent Lab	4/25/1995	
5408099	Gated image intensifiers for active imaging of reflectors by day or night	Army TechMatch Patent Lab	4/18/1995	
5408481	Intracavity sum frequency generation using a tunable laser containing an active mirror	"SPAWAR Systems Center, Pacific"	4/18/1995	
5407237	Flexible coupling	Air Force TechMatch Patent Lab	4/18/1995	
5408359	Visual security eyecup	Army TechMatch Patent Lab	4/18/1995	
5405108	Space debris clearing device	Air Force TechMatch Patent Lab	4/11/1995	
5406299	Hybrid field-sequential display	Air Force TechMatch Patent Lab	4/11/1995	
5406287	Programmable airdrop infrared decoy	Air Force TechMatch Patent Lab	4/11/1995	
5404007	Radiation resistant RLG detector systems	Information Directorate	4/4/1995	
5404162	Method to image high speed events	Army TechMatch Patent Lab	4/4/1995	
5403411	Method for increasing the fracture resistance of titanium composites	Air Force TechMatch Patent Lab	4/4/1995	
5403153	Hollow composite turbine blade	Air Force TechMatch Patent Lab	4/4/1995	
5402511	Method of forming an improved tapered waveguide by selectively irradiating a viscous adhesive resin prepolymer with ultra-violet light	Army Research Laboratory - Aberdeen	3/28/1995	
